explained_variance_ratio
0.02665659559329074
0.02105779492789105
0.019714309565328297
0.018308931538967385
0.0177267330752692
0.01678357876642482
0.0166847840120572
0.016293185663661745
0.01604986269750388
0.01595399590929732
